lemma,HasProperty,MotivatedByGoal,CapableOf,NotUsedFor,HasFirstSubevent,Desires,InstanceOf,DerivedFrom,HasSubevent,RelatedTo,CausesDesire,MadeOf,SymbolOf,PartOf,EtymologicallyDerivedFrom,UsedFor,AtLocation,Synonym,IsA,Causes,TranslationOf
脈脈傳情,,,,,,,,,,,,,,,,,,,,,
脆弱,"幼兒,花朵,人,小雞",愛哭,,,,,,,,,,,水晶,,,,,,,"哭哭,生病",/c/en/fragile/a/easily_broken_or_destroyed
脅迫,,,,,,,,,,,,,,,,,,,,,"/c/en/intimidation/n/act_of_making_timid_or_fearful,/c/en/force/v/compel_(someone_to_do_something)"
脅肩諂笑,,,,,,,,,,,,,,,,,,,,,
能幹,人才,,,,,,,,,,,,,,,,,,,,/c/en/capable/a/able_and_efficient
耽,,,,,,,,,,,,,,,,,,,,,
缺點,,,,,,,,,,,,,,,,,,,囉嗦,,"/c/en/drawback/n/a_disadvantage,/c/en/demerit/n/quality_of_being_inadequate"
缺憾,,,,,,,,,,,,,,,,,,,,,
缺德,自私,殺人,,,,,,,,,,,,,,,,,,"酸人,亂大便,造口業,隨地小便,罵人",
缺陷,,,,,,,,,,,,,,,,,缺點,,,,
缺失,,,,,,,,,,,,,,,,,,,,,
缺乏,,,,,,,,,,,,,,,,,,,,,/c/en/poverty/n/deficiency_of_elements
缺少,,,,,,,,,,,,,,,,,,,,,/c/en/scarcity/n/an_inadequate_amount_of_something;_a_shortage
紛爭,,,,,,,,,,,,,,,,,,,,"吵架,意見不合,爭吵,打架,女人,感情,外遇,利益衝突,誤會,罵人,不爽,宅男,心情不好,文獻回顧,看別人女友,考試,藍綠兩黨,車禍,不孝,喝醉,棄養,互看不順眼,特立獨行,群毆,財富,選舉,不和,打麻將,抗議,揪團,跟女朋友吵架,錢財,上夜店,不公平的裁判,互不相讓,惡作劇,惡意挑釁,戰爭,頂嘴,亂比中指,大聲吵鬧,生氣",
納悶,,,,,,,,,猶豫,,疑惑,,,,,,,,,"解不出,不懂,難題,難關,疑惑",
納罕,,,,,,,,,,,,,,,,,,,,,
笑瞇瞇,,,,,,太陽公公,,,,,,,,,,,,,,快樂,
笑嘻嘻,,,,,,,,,"開心,幸福無比",,"心情好,談戀愛",,開心,,,,,,,"快樂,玩遊戲",
笑話,,,,,,,,,"搞笑,開心",,,殺雞,黃色,,,,,,"政治人物,失戀,就可","升學,開ptt",
笑裡藏刀,,,,,,,,,,,,,微笑,,,,,,,,
笑逐顏開,,,,,,,,,開心,,,,,,,,,,,,
笑笑,,,,,照相,,,,,,,,,,,,,,,"假快樂,笑話,姑娘的酒窩,豬哥會社,康熙來了",
笑容滿面,,空姐,開心的時候,,,,,,,,,,,,,,,,,"開心,吃飯",
笑容可掬,,,,,,,,,,,,,,,,,,,,,
笑容,,"快樂,看漫畫",,,,,,,開心,,,"快樂,魅力,開心,童星",,,,,,,"微笑,大笑","快樂,開心,愛情,看到認識的人,笑話,看到長官,看笨版,幸福,遊玩",
笑盈盈,,,,,,,,,,,,,,,,,,,,,
笑哈哈,,,,,,,,,快樂,,,,,,,,,,,"看電視,海賊王,玩遊戲",
笑呵呵,,,小花,,,,,,"快樂,開心",,"心想事成時,夢想實現",,,,,,,,,"舒服,愉快,考一百分",
笑吟吟,,,,,,,,,,,,,,,,,,,,,
笑死,,,,,,,,,看喜劇,,,,,,,,,,,觀看搞笑節目,
笑,,"大笑,開心","人,嬰兒,小孩,快樂,開心,女人,看電影",,快樂,人,,,"開心,快樂,高興,看電視,滿足",,"開心,快樂,心情好,看電視,看喜劇,搔癢,笑話",,,,,嘴巴,,,,"開心,快樂,笑話,高興,看電視,心情好,中樂透,好笑,我,聽到笑話",
神魂顛倒,,,,,,,,,,,,,,,,,,,,"美女,正妹對你微笑",
神聖,"小天使,結婚,神,愛情",,,,,,,,,,,,"白色,十字架,黃色",,,,,,偉大,,"/c/en/holy/a/dedicated_to_a_religious_purpose,/c/en/sacrosanct/a/sacred,/c/en/sacred/a/made_holy"
神經質,,,,,,,,,戀愛,,,,,,,,,,,,
神經病,殺人,打父母,,,,"帥哥,鄉民,抽鑰匙,上帝",,,,,,共產黨,,,,,,,色狼,,
神往,,,,,,,,,,,,,,,,,,,,,
祝福,,,"牧師,天使",,吃飯,,,,"生日,謝師宴,媽媽生日,有支持人選時",,感謝,愛心,"百合,花",,,,,,"分手,暗戀","和林晏慈交往,難過,在意,喜歡,娶老婆",/c/en/bless/n/divine_or_supernatural_aid_or_reward
祝賀,,,,,,,,,"元旦,婚禮上",,,,,,,,,,禮物,,/c/en/congratulation/n/act_of_congratulating
破壞,,,"老鼠,貓,霸龍,破壞狂,蟑螂",,,"玩偶,電腦病毒,病毒,去死去死團,小惡魔,假人,鄉下人",,,,,生氣,末日,,,,,,,,"地震,人,生氣,科技,災難,生物,發瘋,龍破斬,不爽,嗔恨,戰爭,瘋子,颱風,憎恨,他,地獄少女,壞,炸彈,自殺攻擊,發怒","/c/en/destruction/n/act_of_destroying,/c/en/ruin/v/to_cause_the_ruin_of,/c/en/vandalism/n/needless_damage_or_destruction_of_property,/c/en/dilapidation/n,/c/en/destruction/n/results_of_a_destructive_event"
破滅,,,"泡泡,希望",,,夢想,,,,,,,,,,,,,,希望,
破媌,,,,,,,,,,,,,,,,,,,,,
破麻,,,,,,男人,,,,,,,,,,,,,,,
眩,,,,,,,,,,,,,,,,,,,,,
真實,"現實,新聞",,,,,"冠冕堂皇的人,敷衍",,,,,,,,,,,,,現象,,/c/en/true/a/concurring_with_a_given_set_of_facts
真誠,,,,,"笑,交男女朋友,愛一個人","人,正妹",,,,,,"心意,真愛",,,,,,,,,"/c/en/sincerity/n/quality_of_being_sincere,/c/en/sincere/a/earnest"
真理,,合掌,,,,夢想,,,,,,,,,,,"諾言,根本",,天使,,
真相,,,,,,"鄉民,人,政治人物,柯南",,,,,,,,,,,,,,,/c/en/lowdown/n/the_whole_truth
真心,關懷,"付出,努力,結婚,真誠待人",,,愛一個人,"女人,正妹",,,,,,"愛情,心意,愛,友情",愛心,,,,,,,"認真,絕情,專心","/c/en/wholehearted/a/having_no_reservations;_having_unconditional_and_enthusiastic_support,/c/en/sincerity/n/quality_of_being_sincere"
益處,,,,,,,,,,,,,,,,,,,,,
疾惡如仇,,,,,,,,,,,,,,,,,,,,,
疾首蹙額,,,,,,,,,,,,,,,,,,,,,
疾言厲色,,,,,,,,,,,,,,,,,,,,,
疾,,,,,,,,,,,,,,,,,,,,,
疼愛,,愛人,媽媽,,,"寵物,小貓",,,,,"寵物,女人,男朋友,女朋友,女友,可愛的生物,裝滿錢的撲滿,姪子,可愛的東西,嬰兒,小孩,小孩子",,,,,,,,玩樂,"可憐,喜歡",
疼痛,,"哭泣,看醫生,吃藥",,,,蛋蛋,,,拉筋,,,,,,,"止痛藥,藥膏,普拿疼,止痛劑,冰敷袋,肌樂","扭傷,擦傷",,,"跌倒,生病,傷口,受傷,打架,摔倒,摔車,抽血,撞到,滑倒,墮胎,打到,打滾,亂吃東西,流血,不舒服,牙痛,痛風,蛋蛋被打到","/c/en/soreness/n/being_sore,/c/en/ache/n/dull_pain"
疼,父母,叫,,,,憐憫,,,生小孩,,"女人,正妹,寵物",,,,,,,,,愛哭,"/c/en/ache/n/dull_pain,/c/en/pain/n/ache_or_bodily_suffering"
疲憊不堪,,,,,,,,,,,,,,,,,,,,,
疲憊,,"睡覺,休息,喝咖啡,打瞌睡,放鬆,吃東西,打哈欠",,,,爸爸,,,"累了,心事",,,,,,,,,,,"工作,運動,熬夜,打球,讀書,跑步,看書,上班,唸書,跳舞,忙碌,打電腦,加班,爬山,上課,睡覺,累,玩遊戲,仰臥起坐,太累,失眠,奔波,學習,玩耍,養美少女",
疲竭,,,,,,,,,,,,,,,,,,,,,
疲態,,,,,,,,,,,,,,,,,,,上課,,
疲頓,,,,,,,,,,,,,,,,,,,,,
疲勞,,"睡覺,休息,放鬆,洗澡",,,,,,,需要休息,,,,,,,,,,,"工作,運動,熬夜,讀書,看書,看電視,上班,打球,生病,跑步,上課,玩樂,玩電腦,打電動,累,打工,唸書,忙碌,失眠,走路,跳舞,打電腦,睡覺",
疲軟,,,,,,,,,,,,,,,,,,,,,
疲累,,"睡覺,休息,放鬆,按摩,洗澡,躺著",,,,,,,工作,,,,,,,,,,,"運動,工作,看書,上班,讀書,熬夜,打球,上課,加班,爬山,游泳,跳舞,玩,看電視,打架,做愛,打電動,考試,上網,生病,跑步,努力工作,睡覺,做工,吵架",
疲弱,,,,,,,,,,,,,,,,,,,,,
疲倦,,"睡覺,休息,睡,吃東西",,,,,,,,,,,打瞌睡,,,,,,,"熬夜,運動,工作,讀書,上班,跑步,生病,打球,考試,看電視,打電腦,太累,上課,用功,累,累了,冷戰,吵架",
疲於奔命,,,,,,,,,,,,,,,,,,,,,
疲乏,,,,,,,,,,,,,,,,,,,,"一成不變,無趣",
疲,,睡覺,,,,,,,,,,,,,,,,,,被打,
畜牲,,,,,,,,,,,,,,,,,,,"豬,老鼠",,
畜生,,,,,,,,,,,,,,,,,,,貓,人,
留戀,,,,,,,,,,,,鬼,,,,,,,,,
留連忘返,,,,,,,,,,,,,,,,,,,,,
珠淚盈眶,,,,,,,,,,,,,,,,,,,,,
狼狽,,,,,,,,,火災,,,,,,,,,,,,
狹隘,,,,,,,,,,,,,,,,,,,,,"/c/en/cramp/a/uncomfortably_restricted_in_size,/c/en/cramp/a/overcrowded_or_congested"
狹路相逢,,,,,,,,,,,,,,,,,,,,,
狹小,,,,,,,,,,,,,,,,,,,,,"/c/en/cramp/a/overcrowded_or_congested,/c/en/cramp/a/uncomfortably_restricted_in_size"
涕零,,,,,,,,,,,,,,,,,,,,,
涕泣,,,,,,,,,,,,,,,,,,,,,
消滅,,,,,,,,,,,,,,,,,,,,,
消極,,,,,,天使,,,,,,,,,,,,,,自閉,/c/en/negative/a/inherently_damaging
消氣,,"吃很多,打人",,,,,,,,,,,,,,,,,,,
消沉,,,,,,,,,,,,,,,,,,,,失敗,
浮躁,,,,,,,,,,,,,,,,,,,,餓肚子,/c/en/impatient/a/restless_and_intolerant_of_delays
浮動,,,幣值,,,,,,,,,,,,,"浮板,水,浮力",,,,,/c/en/float/a/not_fixed
浪漫,"愛情,結婚",親親,,,,"女生,女人,情人,女友,愛人,女孩",,,,,戀愛,愛情,"粉紅色,紫色,玫瑰,星星,愛情,愛花,花,紅色,玫瑰花",,,,,,天真,"有錢,喜歡,巧克力,花花公子,蠟燭",/c/en/romance/n/exciting_quality
浩歎,,,,,,,,,,,,,,,,,,,,,
泰然處之,,,,,,,,,,,,,,,,,,,,,
泰然自若,,,,,,,,,,,,,,,,,,,,,
氣餒,,,,,,,,,"失敗,再加油,沮喪,白費,重來",,,,,,,,,,,,
氣憤,,罵髒話,,,,,,,被騙,,,,,,,,,,,東西被偷,
氣鼓鼓,,,,,,,,,,,,,,,,,,,,,
氣短,,,,,,,,,,,,,,,,,,,,,
氣惱,,,,,,,,,,,,,,,,,,,,,
氣悶,,,,,,,,,,,,,,,,,,,,,
氣喘吁吁,,,,,,,,,"爬山,運動",,,,,,,,,,,"跑步,爬山,氣喘,跑馬拉松,騎教踏車,做愛,運動",/c/en/out_of_breath/a/breathing_with_difficulty
氣喘,,,跑步,,,人類,,,"爬山,打羽球,打桌球,跑步",,,,,,,,,,,"跑步,過敏,爬山,運動,抓狂,生病,抽菸,跑馬拉松,鼻毛太長,肥胖",/c/en/asthma/n/chronic_respiratory_disease
氣盛,,,,,,,,,,,,,,,,,,,,,
氣哼哼,,,,,,,,,,,,,,,,,,,,,
氣急敗壞,,,,,,,,,,,,,,,,,,,,,
氣急,,,,,,,,,,,,,,,,,,,,,
氣咻咻,,,,,,,,,,,,,,,,,,,,,
氣呼呼,,,,,,,,,,,,,,,,,,,,,
氣沖沖,,,,,,,,,,,,,,,,,,,,,
氣沖牛斗,,,,,,,,,,,,,,,,,,,,,
氣吁吁,,,,,,,,,,,,,,,,,,,,,
氣乎乎,,,,,,,,,,,,,,,,,,,,,
氣不過,,,,,,,,,,,,,,,,,,,,,
氣,,,,,,,,,,,,"生氣,汽水,球,七喜,風",,,,,,,,"生氣,老鼠","/c/en/gas/n/(uncountable,_chemistry)_state_of_matter,/c/en/qi/n/the_fundamental_life-force_or_energy"
殷憂,,,,,,,,,,,,,,,,,,,,,
殷殷,,,,,,,,,,,,,,,,,,,,,
殷切,,,,,,,,,,,,,,,,,,,,,
栩栩如生,,,,,,,,,,,,,,,,,,,,,
書呆子,,,,,,,,,,,,,,,,,"書,遲鈍,資訊",,,"讀書,念書",
時髦,,帶假髮,,,,,,,,,穿衣,,,,,,,,,,"/c/en/fashionable/a/characteristic_of_or_influenced_by_a_current_popular_trend_or_style,/c/en/vogue/n/the_prevailing_fashion_or_style"
效率,,,,,,主管,,,,,,,,,,,,,,"認真工作,高鐵","/c/en/efficiency/n/extent_to_which_time_is_well_used,/c/en/efficiency/n/extent_to_which_a_resource_is_used_for_the_intended_purpose"
捐贈,,,,,,,,,,,,,,,,,,,,,"/c/en/donate/v/to_give_away_something_of_value,/c/en/donation/n/a_voluntary_gift_or_contribution_for_a_specific_cause"
挽,,,,,,,,,,,,,,,,,,,,,
振奮,,,,,,,,,,,,,,,,,,,,"打球,下課,好成績,嗑藥,提神藥,看書,新聞,小說,看咩,騎車,看dvd,美女,魚,上ptt",
挫敗,,,,,,"考試,你,我",,,,,,,難過,,,鼓勵,,,,"生意失敗,考不好,被否定,貧困,找不到工作,被拒絕",
挫折,逆境,"哭,垂頭喪氣,大叫,跑步發洩",,,,"人,大學生",,,,,,心痛,,,,,,,,"工作,被誤會,延畢,沒自信,愛情",/c/en/trauma/n/an_event_that_causes_great_distress
悚,,,,,,,,,,,,,,,,,,,,,
悔過自新,,,,,,,,,,,,,,,,,,,,,/c/en/turn_over_new_leaf/v/to_engage_in_self-improvement
悔過,,,,,,,,,老婆碎碎念後,,,,,,,,,,,,
悔罪,,,,,,,,,,,,,,,,,,,,,
悔意,,,,,,,,,,,,,,,,,,,,,
悔悟,,,,,,,,,,,,,,,,,,,,,/c/en/repent/v/to_feel_sorrow_or_regret_for_what_one_has_done_or_omitted_to_do
悔恨,,,,,,吳英雄,,,,,,,,,,,,,,"殺人,衝動",/c/en/remorse/n/feeling_of_regret_or_sadness_for_doing_wrong_or_sinning
悔改,,,,,,,,,,,,,,,,,,,,,/c/en/repent/v/to_feel_sorrow_or_regret_for_what_one_has_done_or_omitted_to_do
悔之晚矣,,,,,,,,,,,,,,,,,,,,,
悔之,,,,,,,,,,,,,,,,,,,,,
悔不當初,,,,,,,,,,,,,後悔,,,,,,,衝動,
悔,,,,,,,,,,,,,,,,,,,,,
悒悒,,,,,,,,,,,,,,,,,,,,,
悅,,,,,,,,,,,,,,,,,,,,,
悄然,,,,,,,,,,,,,,,,,,,,,
息怒,,,,,生氣,,,,,,,,,,,,,,,,
恭維,,,,,,,,,,,,,,,,,,,,,
恩惠,,,,,,,,,,,,,,,,,,,,,/c/en/kindness/n/being_kind
恩典,,,,,,,,,,,,,,,,,,,,,
恧,,,,,,,,,,,,,,,,,,,,,
恥,,,,,,,,,,,,,,,,,,,,,/c/en/disgrace/n/condition_of_being_out_of_favor
恚,,,,,,,,,,,,,,,,,,,,,
恐懼,,尖叫,看鬼片,,,"人類,你",,,"地震,密室",,,懼怕,黑色,,,,,,未知,"死亡,蟑螂,地震,打雷,害怕,怪獸,迷路,邪惡,蜘蛛,沒錢,水災,黑暗,考試,殺人片裡,看電影,賓拉登,蜈蚣,天災,孤獨,寂寞,惡魔,蟲子,被性侵,農曆七月,壞人,孤單,工作不穩定,抽菸,殺人魔傑森,肥胖,風險,鬼片",
恐嚇,,,,,,,,,,,,,,,,,,,威脅,,"/c/en/intimidation/n/act_of_making_timid_or_fearful,/c/en/intimidate/v/to_make_timid_or_fearful"
恐慌,,,不存在,,,,,,"遲到,魔界",,停電,,,,,,,,,"地震,火災,爆炸,世界末日,颱風,怪獸,恐怖攻擊,沒錢,瘟疫,ｈ１ｎ１,暴動,愛滋病,病毒,蟑螂,醫院,尖叫,旱災,暴力,ptt狂斷線,偷竊,女友手機不通,打架,上ptt,壓力,新聞,臺灣核洩漏,陌生的地方,電梯故障,ptt斷線,停電,搶劫,暴走,朋友消失,違規駕駛,飢餓,鬼,不舉,受傷",/c/en/panic/n/overpowering_fright
恐怖,"恐怖份子,火,吸血鬼,敵人,可怕,慌張,靈魂,動亂,恐龍,站崗,孤獨",,"鬼片,恐怖箱,電影,進鬼屋,鬼故事,看鬼片,驚悚片,夜遊,聽鬼故事,重大事故",,,恐龍,,,,,,,"黑色,影子",,,,,,"蜘蛛,武器","陰森,變態,魔獸世界,心機重的人,手榴彈","/c/en/dread/n/great_fear_in_view_of_impending_evil,/c/en/terror/n/extreme_fear,/c/en/terror/n/something_causing_fear"
徒勞無功,,,,,,,,,,,,,,,,,,,,勤勞,
弱點,,,,,,,,,,,,,,,,,,,,,
弱,,感冒,,,,,,,,,,,,,,,,,,不吃東西,/c/en/feeble/a/deficient_in_physical_strength
差強人意,,,,,,,,,,,,,,,,,,,,,
差勁,詐欺,,,,,,,,,,,,,,,,,,,,
差,,,,,,,,,,,,,,,,,,,,,
容忍,,,,,,,,,,,,,,,,,,,愛,愛,
容光煥發,,,,,,,,,,,,,,,,,,,,"戀愛,身體健康",
害臊,,,,,,,,,有支持者時,,,,,,,,,,,"告白,親你",
害羞,愛情,"臉紅,躲起來,害臊",,,,,,,"放屁,臉紅,約會,告白,被告白,裸奔,戀愛,喜歡的人面前,心愛的人面前,情人面前,脫衣服,愛人面前,萬眾矚目下",,,,"臉紅,紅色",,,,,,臉紅,"放屁,親親,戀愛,臉紅,親你,被告白,接吻,親吻,親主人,打嗝,做愛,出糗,暗戀,看到愛人,女生,想把鼻,看到正妹",
害怕,,"尖叫,發抖,逃避,報警",,,,,,,"地震,火災,水災,停電,颱風,迷路,失火,鬼屋",,,,,,,,,,,"地震,鬼,蟑螂,黑暗,打雷,考試,擔心,看到鬼,颱風,停電,怪獸,看電影,膽小,狗,死亡,看見地獄,做錯事,火災,恐怖片,獵人,鬼片,看鬼片,死,沒錢,看恐怖片,看片子,蜈蚣,蜘蛛",
娛樂,,"看電視,看電影,上網,唱歌,養寵物,玩電腦,打球,玩遊戲,看康熙,玩樂,休息,養小雞,上ptt,打保齡球,看棒球,看漫畫,跳舞",寵物,,,"學生,大家",,,,,,,,"電視機,泡泡球",,,,,"電視,唱歌,電腦,音樂,逛街,漫畫,跳舞,聽音樂,電影,看電視,吃飯,笑話,看電影,休閒,工作,性,溜冰,玩電腦,看大話新聞,笨板","看電視,電視,上網,上ptt",
奚落,,,,,,,,,,,,,,,,,,,,,
埋怨,,,,,,,,,,,,,,,,,,,/c/en/joanna_jesh_transport_corp,"犧牲,人",
埋三怨四,,,,,,,,,,,,,,,,,,,,,
唐突,,,,,,,,,,,,,,,,,,,,,"/c/en/brusque/a/rudely_abrupt,_unfriendly"
唏噓,,,,,,,,,,,,,,,,,,,,,
唉聲歎氣,,,,,,,,,,,,,,,,,,,,"失業,告白失敗,失戀,找不到工作,考不及格,看報紙",
哽咽,,,大哭,,,,,,哭,,,,,,,,,,,"難過,哭泣",
哮喘,,,,,,,,,,,,,,,,,,,,,/c/en/asthma/n/chronic_respiratory_disease
哭鬧,,,"小孩,兒子,嬰兒",,,"小孩,寶寶,孩子,小孩子,男人",,,生氣,,肚子餓,,,,,,,,,"肚子餓,王建民輸球,煩躁,得不到想要的,吵架,被爹娘打",
哭鼻子,,,,,,,,,,,,,,,,,,,,,
哭訴,,,電話,,難過,,,,,,"失戀,被二一,被劈腿,被檢舉,被責罵,悲傷的時候,肚子痛,分手",,,,,"面紙,手帕,電話,肢體,言語,眼淚,衛生紙,手機,書信,悲情",,,,難過,
哭喪著臉,,,,,,,,,難過,,,,,,,,,,,,
哭喪,,,,,,,,,,,,,,,,,,,,,
哭喊,,,,,,,,,,,"心碎,迷路",,,,,,,,,,
哭笑不得,,,,,,,,,,,"被放鴿子,生日被整,帶小孩",,無奈,,,,,,,"出糗,女朋友被追走,很心酸,馬殺雞,上ptt,愛,鄉民,吃閉門羹,看到偶像,被打槍,唱歌,被劈腿,被開玩笑,中樂透,便秘,別人耍白痴,考最後一名,人生,小白,答非所問,冷笑話,新聞,發呆,考卷,考試成績不好,踩到大便",
哭哭啼啼,,,,,,,,,,,,,,,,,,,,考不及格,
哭泣,,,,,,,,,"難過,傷心,失戀,悲傷,生氣,喜極而泣,感動,不開心",,"失戀,難過,分手,傷心,悲傷,孤單",,,,,"衛生紙,面紙",,,,"難過,失戀,傷心,悲傷,分手,生氣,受傷,痛苦,跌倒,吵架,失敗,被打,考不好,憂鬱,想念,被罵,不開心,感動,寂寞,心痛",
哭杯,,,,,,,,,,,,,,,,,,,,,
哭叫,,,,,,,,,,,,,,,,,,,,,
哭天哭地,,,,,,,,,,,,,,,,,,,,,
哭天抹淚,,,,,,,,,,,,,,,,,,,,,
哭么,,,,,,,,,,,,,,,,,,,,,
哭,,"睡覺,躲起來,衛生紙,擦眼淚","小孩,嬰兒,人,難過",,,"嬰兒,小孩,我",,,"難過,傷心,生氣,跌倒",,"失戀,難過,分手,生氣,心情不好,被打,被罵,傷心,受傷,跌倒",,,,,"衛生紙,面紙",,,,"難過,傷心,失戀,生氣,分手,跌倒,感動,痛,被打,想哭,悲傷",
原諒,,,,,,背叛,,,,,,,,,,,,,,"愛,不計較,心軟,笑容,放下",/c/en/pardon/n/forgiveness_for_an_offence
剝奪,,,,,,,,,,,,,,,,,,,,,
凌亂,,,,,,,,,,,,,,,,,,,,,
值錢,,,,,,,,,,,,,,,,,,,,,
值得,犧牲,"漂亮,想要",,,,,,,,,,,,,,,,,,"開心,願意,願意付出",
倦,,睡覺,,,,,,,,,,,,,,,,,,,
倚重,,,,,,,,,,,,,,,,,,,,,
倔強,,,,,,,,,,,,,,,,,,,,愛上五月天,
倒霉,,,,,,,,,,,,,,,,,,,,,
倒楣,,"出去散心,生氣",,,,衰鬼,,,嗆老師,,,,被罵,,,,,,,"唉,神,惡運,衰命,搗蛋,厄運,路邊撿紅袋子",
倒胃口,,,,,,,,,,,,,,,,,,,,"胖男,醜男,胖妞,醜女,醜八怪",
倍感,,,,,,,,,,,,,,,,,,,,,
倉惶,,,,,,,,,,,,,,,,,,,,,
倉皇,,,,,,,,,,,,,,,,,,,,,
香爐,,,,,,,,,,,,,,,,,,,,,/c/en/censer/n/religious_ornamental_container_for_burning_incense
首創,,,,,,,,,,,,,,,,,,,,,
首要,,,,,,,,,,,,,,,,,,,,,/c/en/main/a/principal
食不甘味,,,,,,,,,,,,,,,,,,,,,
風聲鶴唳,,,,,,,,,,,,,,,,,,,,,
風險,,,,,,,,,,,,,,,,,,,,"投資,嘴砲,餵食母乳,做生意,檢測,肥胖,投資基金,投資股票","/c/en/hazard/n/peril,/c/en/jeopardy/n/danger_of_loss,_harm,_or_failure"
風塵僕僕,,,,,,,,,,,,,,,,,,,,,
面臨,,,,,,,,,,,,,,,,,,,,,
面無血色,,,,,,,,,,,,,,,,,,,,熬夜,
面無人色,,,,,,,,,,,,,,,,,,,,,
面帶微笑,,,,,,,,,"開心時,開視訊",,,,,,,,,,,"快樂,愉快,開心",
面紅耳赤,,,,,,,,,,,,,,,,,,,,"吵架,運動,喝酒,緊張,和別人吵架,生氣",
面如土色,,,,,,,,,,,,,,,,,,,,,
面不改色,,,,,,,,,,,,,,,,,,,,,
降級,,,,,,"勞工,軍官,公務員",,,,,,,,,,,,,,,
陌生,,尷尬,,,,人,,,,,,,,,,,,,,"冷淡,形同陌路",/c/en/unfamiliar/a/not_familiar
重擔,,,,,,,,,,,,,,,,,,,,,
重視,,,,,,,,,,,,,,,,,,,,喜歡,
重大,,,,,,,,,,,,,,,,,,,,,
重,"金屬,西瓜",,鐵,,,,,,,,,,,,,,,,,"落榜,高,吃飯",
迫害,,,,,,,,,,,,,,,,,,,,,"/c/en/persecution/n/the_act_of_persecuting,/c/en/persecute/v/to_pursue_in_a_manner_to_injure,_grieve,_or_afflict"
迫於,,,,,,,,,,,,,,,,,,,,,
迫切,,,,,,,,,,,,,,,,,,,,,
迫不得已,,,,,,,,,,,,,,,,,,,,,
迫不及待,,,,,,,,,收信,,,,,,,,,,,,
負擔,,,,,,"頂客族,月光族",,,,,,,十字架,,,,,,"小孩,功課,愛情,愛,工作,信用卡,贅肉,承諾,書本,肥胖,家人,曖昧,隱形眼鏡,甜蜜,考試,感情,家庭,美女,稅,親情,鏡框,思念,思考,明星,鞋子","愛情,重病,財富","/c/en/burden/n/responsibility,_onus"
負債,,"努力還債,還債,趕快賺錢,努力還錢,存錢還債",,,,"老闆,我,女人,男生,商人,父母,銀行,媽媽",,,,,,,,,,,,,,"賭博,亂花錢,買房子,買股票,花錢,賭錢,輸錢,吸毒,愛賭,搬家,人偶軍團,玩牌,買彩卷,買機票",/c/en/liability/n/debt
負氣,,,,,,,,,,,,,,,,,,,,,
負疚,,,,,,,,,,,,,,,,,,,,,
負心,,,,,,,,,,,,,,,,,,,,,
要緊,,,,,,,,,,,,,,,,,,,,,
要,,"大叫,開燈",,,,,,,剛睡醒,,,,,,,,錢,,,"喜歡,老鼠",
虐待,,,,,,"小狗,狗狗,人妖,貓,貓貓,小孩,需要愛的孩子",,,,,,,,痛苦,,,,,考試,,/c/en/abuse/v/to_hurt
英雄,,"有江山,有美女,有寶劍,有正妹",葉問,,,"怪物,壞人,盜賊,小偷,武林盟主",,,,英雄/n,,,,痞子,,,,,超級塞亞人,"敢衝,戰爭,美女,電影,勇敢,果斷,戰鬥,災難",
英勇,,,,,,,,,,,,,勇士,,,,"勇氣,稱讚",,,,/c/en/gallantry/n/courage
英俊,,,,,,,,,,,,,,,,,,,,,"/c/en/handsome/a/of_man:_agreeable_to_the_eye_or_to_correct_taste,/c/en/handsomeness/n/quality_of_being_handsome"
苦澀,"愛情,戀愛,暗戀,曖昧,分手,苦瓜,初戀,失敗,思念",,,,,,,,,,,,,,,,,,"愛,沒錢,做這題,初戀,上大學,苦瓜",,/c/en/bitter/a/having_an_acrid_taste
苦痛,,,,,,,,,,,,,,,,,,,,"喪禮,失戀,災難","/c/en/suffer/n/condition,/c/en/torment/n/extreme_pain,/c/en/misery/n/great_unhappiness,/c/en/pain/n/ache_or_bodily_suffering"
苦惱,,,"結婚,人",,,,,,"考試,研究,土石流,考試時",,,,,,,,,,,"考試,沒錢,女朋友太多,痛苦",/c/en/distress/a/anxious_or_uneasy
苦悶,讀書,喝酒,,,,,,,,,,,當兵,,,,,,,"挫折連連,厄運,持續失敗,想不開,鑽牛角尖,悲觀,上班",
苦笑,,,,,,,,,被二一,,沒錢,,,,,,,,,被責罵,
苦於,,,,,,,,,,,,,,,,,,,,,
苦,"苦瓜,藥,失戀,咖啡,愛情,巧克力,中藥,甜,黃蓮,苦茶,黑巧克力,工作,苦戀,戀愛,酒,辣椒,可可,檸檬,海水,藥粉,人生,茶,紅茶,淚水,眼淚,鹽","吃糖,吃甜的","失戀,苦瓜,藥草,苦茶,被甩,愛情,咖啡,病痛",,,甜,,,,,,人生,,,,,,,,,
若無其事,,,,,,,,,,,滑倒,,,,,,,,,,
若有所失,,,,,,,,,,,,,,,,,,,,,
苛求,,,,,,,,,,,,,,,,,,,,,
致命,,,,,,,,,,,,,,,,,,,,,
胡扯,,,,,,,,,,,,,,,,,,,,,/c/en/rubbish
背悔,,,,,,,,,,,,,,,,,,,,,
