synset.id,synset.lemma,lemma,POS,Polarity,Collocates,Similar_DSM_dependency,Cause,Result,Sense_num,Emotion_prob,A_Member_of,HYPO,Emily,Yvonne,Amber,MEAN,SD,SCALE,afverb1,afverb2,afverb3,bfverb1,bfverb2,bfverb3
,,徬徨,V,neg,"{德密安,苦悶,無助,少年,感到,或者,充滿,小說}",,,,1,,fear,,-2,-2,-3,-2.333333333,0.577350269,-0.535452945,"猶豫(VK),無助(VH),出版(VC)","難以言喻(VH),迷惘(VH),轉業(VA)","重燃(VC),茫然(VH),無知(VH)","開始(VL),越過(VCL),覺得(VK)","重複(VC),迷惘(VH),踩(VC)","飄零(VH),關心(VK),請(VF)"
,,心急,V,neg,"{只要,問,太,自己,很,得,地,大,她,會}",,,,1,,fear,,-1,-3,-2,-2,1,-0.381607879,"欲(VK),不得(VH)","飛(VA),焚(VC),想(VE)","自殺(VA),積極(VH),深恐(VK)",,"開車(VA),退(VA),見狀(VA)","積極(VH),看(VC),找(VC)"
,,慌張,V,neg,"{小珍,神色,起來,見,家,地,才,她,他,很}",,,,1,,fear,,-1,-2,-1,-1.333333333,0.577350269,-0.073917747,"起立(VA),說出(VE),衝入(VCL)","逃避(VC),逃竄(VA),衝(VA)","集結(VAC),鎮靜(VH),緊張(VH)","見(VE)[+vrr],裝作(VF),裝(VF)","露出(VC),變(VH),見(VE)","開(VC),讓(VL),請(VF)"
,,著急,V,neg,"{豬,替,媽媽,不要,心,父母,爸爸,起來,呀}",,,,1,,fear,,-1,-2,-2,-1.666666667,0.577350269,-0.227762813,"起床(VA),讓(VL),好(VH)","部署(VC),說(VE),試(VF)","追問(VE),轟走(VC),轉身(VA)","開始(VL),理會(VC),有(V_2)","釣魚(VA),讓(VL),認真(VH)","颳風(VA),退學(VB),讓(VL)"
,,誠惶誠恐,V,neg,{地},,,,1,,fear,,-3,-3,-2,-2.666666667,0.577350269,-0.689298011,,"說(VE),坐下(VA)","服侍(VC),問(VE)","小,心,翼,翼,(,V,H,)",,"直接(VH),大(VH),囉嗦(VH)"
,,操心,V,neg,"{憂慮,不用,不必,父母,需要,孩子,事}",,,,1,,fear,,-1,-2,-3,-2,1,-0.381607879,"遠(VH),計較(VK),想像(VK)","過(VCL),負擔(VC),請(VF)","開心(VH),變動(VHC)[+nom],解釋(VE)","需要(VK),窮(VH),瞎(VH)","避免(VE),讓(VL),無著(VH)","需要(VK),讓(VL),稱(VG)"
,,心有餘悸,V,neg,"{仍,地,他,了,的}",,,,1,,fear,,-1,-2,-1,-1.333333333,0.577350269,-0.073917747,,"說(VE),回想(VE),問道(VE)","既是(VG),感到(VK)",,"令,(,V,L,)","漂流(VA),慘痛(VH)"
,,煩惱,V,neg,"{斷除,自尋,九霄雲外,一百零八,菩提,拋到,癡,妄想,憂愁,無謂}",,,,1,,fear,,-2,-2,-2,-2,0,-0.381607879,"養成(VG),飢餓(VH),錯誤(VH)","開始(VL),開啟(VC)[+nom],造成(VK)","體驗(VC)[+vrv],開學(VH),開始(VL)","驅除(VC),開始(VL),遇到(VC)","面臨(VK),需要(VK),降伏(VC)","養育(VC),顯發(VJ),難(VH)"
,,受驚,V,neg,"{像,的}",,,,1,,{fear;surprise},,-2,-2,-2,-2,0,-0.381607879,"飛起(VA),冒(VC)","小,(,V,H,)","飛避(VC),退到(VCL),跑(VA)","裝作(VF),容易(VH),像(VG)","走動(VA),感冒(VH),夠(VH)","驚嚇(VC),怕(VK)"
,,驚慌,V,neg,"{不知所措,太過,之餘,害怕,不要,地,使,裡,時,中}",,,,1,,{fear;surprise},,-1,-3,-2,-2,1,-0.381607879,"尖叫(VE),害怕(VK),失控(VH)","這樣(VH),跑到(VCL),說(VE)","除去(VC),說(VE),知道(VK)","露出(VC),覺得(VK),懂得(VK)","靠近(VC),需要(VK),見(VE)","臨終(VH),紅(VH),湧出(VA)"
,,惶惶,V,neg,"{不安,也,我,了,在,是,的}",,,,1,,fear,,-1,-3,-2,-2,1,-0.381607879,"驚恐(VH),遊走(VCL),照亮(VC)","妝,點,(,V,C,)","過(VCL),知(VK)","處,於,(,V,J,)","過(VCL),認出來(VK),急(VH)","迷惑(VH),令(VL)"
,,惶惑,V,neg,"{不安,著,我,不,了,個,一,在,的}",,,,1,,fear,,-1,-2,-2,-1.666666667,0.577350269,-0.227762813,"請(VF),立(VA),無助(VH)","知(VK),看(VC),怨恨(VJ)","表示(VE),猜不透(VK),散(VH)","顯得(VK),羞愧(VH),感到(VK)","矛盾(VH),百思不得其解(VH),痛苦(VH)","過去(VA)[+vrr],聽到(VE),不平(VH)"
,,煩心,V,neg,"{她,的}",,,,1,,fear,,-2,-2,-3,-2.333333333,0.577350269,-0.535452945,,,"辦理(VC),湧(VA)[+vrv],減輕(VHC)","覺,得,(,V,K,)","讓(VL),說(VE),叫(VL)","看(VE),有(V_2)"
,,心煩,V,neg,"{令,得,讓,又,他,我,人,這,不,了}",,,,1,,fear,,-2,-3,-3,-2.666666667,0.577350269,-0.689298011,"憂慮(VK),口渴(VH)","順手(VH),煩(VHC),挖(VC)","食慾不振(VH),狠下心(VL),拿起(VC)","覺得(VK),累(VHC),口渴(VH)","轉移(VD),讓(VL),昏沉(VH)","頭重(VH),心神不寧(VH),乾(VH)"
,,忐忑不安,V,neg,"{懷,心情,心,著,會,中,一,的}",,,,1,,fear,,-2,-2,-1,-1.666666667,0.577350269,-0.227762813,,"深恐(VK),打定(VL)","鬆(VHC),進門(VA),有種(VH)",,"求籤(VA),懷(VJ),引起(VC)","讓(VL),抹平(VC)"
,,焦灼,V,neg,"{她,的}",,,,1,,fear,,-2,-3,-2,-2.333333333,0.577350269,-0.535452945,"等待(VK),不安(VH)","關,切,(,V,J,)",,"見,出,(,V,C,)","帶,(,V,C,)",
,,心慌,V,neg,"{著,這,個,了,的}",,,,1,,fear,,-2,-1,-2,-1.666666667,0.577350269,-0.227762813,,"記得(VK),著著實實(VH),著急(VH)",,"感到(VK),悶(VH)","餓(VH),讓(VL),整潔(VH)","發軟(VH),有(V_2)"
,,發愁,V,neg,{的},,,,1,,fear,,-2,-2,-2,-2,0,-0.381607879,,"遇到(VC),健康(VH)","想(VE),幸運(VH)","繼,續,(,V,F,)","延(VC),坐(VA),令(VL)",
,,犯愁,V,neg,,,,,1,,fear,,-2,-2,-2,-2,0,-0.381607879,,,,,,
,,焦心,V,neg,,,,,1,,fear,,-3,-2,-2,-2.333333333,0.577350269,-0.535452945,"等候(VK),憂慮(VK)",,,,"振奮(VHC),大(VH)","受,(,V,J,)"
,,膽戰心驚,V,neg,"{令,而,的}",,,,1,,{fear;surprise},,-3,-3,-2,-2.666666667,0.577350269,-0.689298011,,"看到(VE),抽菸(VA)","自,知,(,V,E,)","感,(,V,K,)","心煩氣躁(VH),令(VL)","飛(VA),聽到(VE),令(VL)"
,,驚恐,V,neg,"{萬分,感覺,著,已,他們,又,地,時,種,人}",,,,1,,{fear;surprise},,-3,-3,-2,-2.666666667,0.577350269,-0.689298011,"失措(VH),到(VCL)","難耐(VC),錯愕(VH),知(VK)","道(VE),跑回(VCL),表達(VC)","顯得(VK),處於(VJ),無限(VH)","黯淡(VH),造成(VK),落寞(VH)","讓(VL),見到(VE),望(VC)"
,,膽怯,V,neg,"{有點,著,地,也,不,的}",,,,1,,fear,,-2,-3,-1,-2,1,-0.381607879,,"感覺(VK),到(VCL),偷看(VC)","讓(VL),說(VE),敢(VL)","覺得(VK),害怕(VK)","疑惑(VH),溫和(VH),害怕(VK)","烘托(VC),滴落(VCL),接近(VC)"
,,心焦,V,neg,{的},,,,1,,fear,,-3,-2,-2,-2.333333333,0.577350269,-0.535452945,,"焚(VC),唯恐(VK)",,"備,感,(,V,K,)","等,(,V,C,)",
,,焦慮,V,neg,"{閹割,自責,焦慮,不安,列出,失眠,困惑,沮喪,克服,緊張}",,,,1,,fear,,-3,-2,-3,-2.666666667,0.577350269,-0.689298011,"集中(VC),隱藏(VC),通往(VCL)","鬆弛(VHC),驚訝(VK),驚恐(VH)","類似(VG),陪伴(VC),透露(VE)","閹割(VC),造成(VK),造成(VG)","龐大(VH),震驚(VHC),需要(VK)","露出(VC),降低(VHC),開學(VH)"
,,畏怯,V,neg,{他},,,,1,,fear,,-2,-2,-2,-2,0,-0.381607879,,,"發現(VE),旺盛(VH)",,,"看,到,(,V,E,)"
,,心驚肉跳,V,neg,"{看,得,人,都,也,我,是,的}",,,,1,,{fear;surprise},,-3,-3,-3,-3,0,-0.843143077,,"聞(VE),撲上(VCL),前去(VCL)","難逃(VJ),開門(VA),返回(VCL)",,"進口(VC),讓(VL),看(VC)","看,(,V,E,)"
,,畏懼,V,neg,"{畏懼,海德格爾,此在,毫不,毫無,死亡,人們,面對,分析,有些}",,,,1,,fear,,-3,-3,-3,-3,0,-0.843143077,"遴選(VC),退縮(VA),讓(VL)","面對(VC),陌生(VI),躍然(VCL)","鼓勵(VF),高(VH),面對(VC)","談論(VE),談(VE),產生(VHC)","開始(VH),長久(VH),這樣(VH)","面對(VC),跳躍(VA),讓(VL)"
,,心急如焚,V,neg,{的},,,,1,,fear,,-3,-3,-2,-2.666666667,0.577350269,-0.689298011,,"決,計,(,V,E,)","阻攔(VC),複雜(VH),奔到(VCL)",,"歸,(,V,A,)","飢,渴,(,V,H,)"
,,如坐針氈,V,neg,{卻},,,,1,,fear,,-3,-3,-2,-2.666666667,0.577350269,-0.689298011,"挺,直,(,V,C,)","沒有(VJ),揣摩(VC)",,"東,張,西,望,(,V,A,)","驚魂動魄(VH),令(VL)","當,(,V,G,)"
,,心驚膽顫,V,neg,,,,,1,,{fear;surprise},,-3,-3,-2,-2.666666667,0.577350269,-0.689298011,,,,"開,始,(,V,L,)","叫,(,V,L,)",
,,驚駭,V,neg,{的},,,,1,,{fear;surprise},,-3,-3,-3,-3,0,-0.843143077,"嚇,人,(,V,H,)","請,(,V,F,)","試圖(VF),毀滅(VC),服用(VC)",,"讓(VL),潔淨(VH)",
,,懼怕,V,neg,"{懼怕,毀,怕,不再,孩子,它,但是,因,社會,去}",,,,1,,fear,,-3,-3,-2,-2.666666667,0.577350269,-0.689298011,"面對(VC),用(VC),甘之如飴(VH)","顫抖(VAC),親近(VC),毀(VC)","顯示(VK),關說(VC),錯(VH)","特別(VH),無(VJ),懂得(VK)","讓(VL),短暫(VH),畏縮(VH)","震(VAC),讓(VL),說(VE)"
,,恐怖,V,neg,"{賓拉登,叛國,九一一,史蒂芬金,航機,教義派,９１１,煽動,暴亂,奧薩瑪}",,,,1,,fear,,-2,-3,-2,-2.333333333,0.577350269,-0.535452945,"追(VC),襲擊(VC),籠罩(VH)","黑暗(VH),驚懼(VH),顛倒(VC)","髮指(VC),顛倒(VC),非(VG)","鼓勵(VF),顯示(VK),預防(VE)","黑暗(VH),體驗(VC),顫慄(VA)","驚險(VH),飛航(VA),面對(VC)"
,,反感,V,neg,"{引起,十分,令,感到,產生,心,孩子,對,認為,會}",,,,1,,anger,,-2,-3,-2,-2.333333333,0.577350269,-0.535452945,"與日高漲(VH),厭惡(VK)","輕(VH),謂(VE),說(VE)","阻礙(VC),轉頭(VA),說(VE)","表示(VE),產生(VHC),生(VC)","誤解(VK),聽(VE),激烈(VH)","造成(VG),讓(VL),易(VH)"
,,反感,N,neg,"{引起,十分,令,感到,產生,心,孩子,對,認為,會}",,,,1,,anger,,-2,-3,-2,-2.333333333,0.577350269,-0.535452945,"與日高漲(VH),厭惡(VK)","輕(VH),謂(VE),說(VE)","阻礙(VC),轉頭(VA),說(VE)","表示(VE),產生(VHC),生(VC)","誤解(VK),聽(VE),激烈(VH)","造成(VG),讓(VL),易(VH)"
,,生氣,V,neg,"{噗,小文,金邊,急躁,盎然,愛麗絲,女巫,可惡,生氣,假裝}",,,,1,,,"{反感,討厭,惱怒,浮躁,躁急,氣不過,焦躁,憤慨,嫌隙,厭煩,嫉妒,煩躁,嫌怨,敵視,氣惱,激憤,憂憤,嫌憎,嫌惡,觸怒,可惡,怨憤悵惘,悔恨,惱火,躁鬱,厭惡,悲憤,氣憤,忿怒,憤怒,震怒,盛怒,憤恨,痛恨,可憎,痛惡,可恨,怨恨,憎惡,狂悲,暴怒,憎恨}",-3,-3,-3,-3,0,-0.843143077,"通天(VH),走(VA),說(VE)","願不願意(VK),非(VG),難過(VK)","頂嘴(VB),離開(VC),隱忍(VJ)","露出(VC),轉為(VG),覺得(VK)","高興(VK),顯得(VK),難過(VK)","養(VC),顯(VK),開始(VL)"
,,生氣_1,N,pos,,,,,1,,,,1,-3,-3,-1.666666667,2.309401077,-0.227762813,,,,,,
,,討厭,V,neg,"{苦瓜,討厭,稀飯,厭惡,麻煩,人家,罵,妹妹,人人,本來}",,,,2,,anger,,-3,-3,-3,-3,0,-0.843143077,"關上(VC),遲到(VH),違紀(VH)","高尚(VH),闖入(VCL),蔑視(VJ)","體驗(VC)[+nom],追求(VC),起來(VA)","麻煩(VHC),露出(VC),開始(VL)","開朗(VH),送給(VD),讓(VL)","麻煩(VHC),違紀(VH),跳舞(VA)"
,,浮躁,V,neg,"{情緒,而,人,我,的}",,,,1,,anger,,-2,-2,-2,-2,0,-0.381607879,"難,安,(,V,H,)","西化(VH),做(VC),假(VH)","穩定(VHC),勇敢(VH)","聰明(VH),略帶(VC),吹散(VC)","陰魂不散(VH),興奮(VH),撫平(VC)","輕輕(VH),產(VC),愉快(VH)"
,,躁急,V,neg,,,,,1,,anger,,-2,-2,-1,-1.666666667,0.577350269,-0.227762813,"無,助,(,V,H,)",,,,"深,愛,(,V,J,)","面,對,(,V,C,)"
,,氣不過,V,neg,"{才,說,他,是,的}",,,,1,,anger,,-3,-2,-3,-2.666666667,0.577350269,-0.689298011,"乾,脆,(,V,H,)","轉讓(VD),說話(VA),說(VE)","過來(VA),毫無(VJ),指(VG)",,,"表示(VE),最好(VH),圍毆(VC)"
,,焦躁,V,neg,"{不安,地,時,與,中,就,我,不,的}",,,,1,,anger,,-3,-2,-2,-2.333333333,0.577350269,-0.535452945,"感到(VK),不滿(VK),不已(VH)","覺得(VK),自卑(VH),笨拙(VH)","說(VE),自憐(VH),朦朧(VH)","顯得(VK),煩悶(VH),感到(VK)","顯得(VK),開始(VL),適切(VH)","心悸(VI),心力交瘁(VH),塞車(VH)"
,,憤慨,V,neg,"{們,指出,事,地,表示,說,和,之,他}",,,,1,,anger,,-3,-3,-3,-3,0,-0.843143077,"悔恨(VK),回國(VA)","說(VE),表示(VE),支持(VC)","醞釀(VF),說(VE),聽到(VE)","表示(VE),表(VE),痛心(VK)","深(VH),挑釁(VB),引(VL)","表現(VC),無罪(VH),引起(VC)"
,,嫌隙,V,neg,{的},,,,1,,anger,,-3,-2,-2,-2.333333333,0.577350269,-0.535452945,,"齟齬(VA),長遠(VH),微妙(VH)",,,"發,生,(,V,J,)","清,楚,(,V,H,),[,+,v,r,r,]"
,,厭煩,V,neg,"{不耐,感到,覺得,令,其實,不會,使,所以,很,得}",,,,1,,anger,,-3,-3,-2,-2.666666667,0.577350269,-0.689298011,"接收(VC),不耐(VJ)","相反(VH),故意(VL),慢慢(VH)","顯現(VH),限制(VE),鍾情(VI)","露出(VC),覺得(VK),產生(VHC)","輕浮(VH),覺得(VK),看(VC)","重建(VC),輪替(VA),讓(VL)"
,,嫉妒,V,neg,"{嫉妒,羨慕,激動,恨,成就,情緒,別人,令,引起,心}",,,,1,,anger,,-3,-3,-3,-3,0,-0.843143077,"那樣(VH),讓(VL),為(VG)","進(VC),變形(VH),看(VC)","轉成(VG),轉化為(VG),變成(VG)","開始(VL),讓(VL),覺得(VK)","遭到(VJ),貪心(VH),貪婪(VH)","處理(VC),羡慕(VJ),知道(VK)"
,,煩躁,V,neg,"{不安,情緒,心情,很,沒有,人,他,個,一}",,,,1,,anger,,-2,-3,-2,-2.333333333,0.577350269,-0.535452945,"鬱悶(VH),鬱卒(VH),難眠(VA)","頭痛(VH),重複(VC),說(VE)","難(VH),看到(VE),無趣(VH)","處在(VJ),產生(VHC),憂鬱(VH)","高(VH),陷於(VJ),貧乏(VH)","露出(VC),逃避(VC),讓(VL)"
,,嫌怨,V,neg,,,,,1,,anger,,-2,-2,-3,-2.333333333,0.577350269,-0.535452945,,,,,,
,,敵視,V,neg,"{對,與,這,的}",,,,1,,anger,,-3,-3,-3,-3,0,-0.843143077,"多,聞,(,V,H,)","過分(VH),恐慌(VH)","批評(VC),打聽出(VE),合作(VH)","採,取,(,V,C,)","排斥(VC),抱(VJ),強大(VH)","激,烈,(,V,H,)"
,,氣惱,V,neg,{的},,,,1,,anger,,-3,-2,-3,-2.666666667,0.577350269,-0.689298011,"成(VG),不堪(VK)","特,別,(,V,H,)","消,(,V,H,)",,"讓(VL),恐懼(VK),令(VL)",
,,激憤,V,neg,"{情,那,之,的}",,,,1,,anger,,-3,-3,-3,-3,0,-0.843143077,"扯住(VC),壯烈(VH)","茫然(VH),白(VH),批評(VC)","改口(VA),修憲(VA),不知所措(VH)","有,(,V,_,2,)","產生(VHC),反(VC),傷感(VH)","輿論譁然(VH),惹得(VL)"
,,嫌憎,V,neg,,,,,1,,anger,,-3,-2,-3,-2.666666667,0.577350269,-0.689298011,,"順,從,(,V,J,)",,,"體,貼,(,V,J,)",
,,嫌惡,V,neg,"{看,地,著,或,她,我,他,是}",,,,1,,anger,,-3,-2,-3,-2.666666667,0.577350269,-0.689298011,"不,安,(,V,H,)","黑(VH),遠遠(VH),說(VE)","繞過(VCL),搓揉(VC)","露出(VC),表示(VE),流露出(VJ)","討厭(VK),給(VD),叫(VL)","露出(VC),虛應故事(VA),瞭解(VK)"
,,觸怒,V,neg,{了},,,,1,,anger,,-3,-3,-2,-2.666666667,0.577350269,-0.689298011,,,"帶,來,(,V,C,)","等於(VG),峻拒(VF)",,"寂寥(VH),吃(VC),下台(VA)"
,,可惡,V,neg,"{巫師,劍,生氣,真,實在,隻,小朋友,人類,太,男人}",,,,1,,anger,,-3,-3,-2,-2.666666667,0.577350269,-0.689298011,,"頭痛(VH),這麼(VH),踢去(VB)","身不由己(VH),變態(VH),絆倒(VC)","看到(VE),攻擊(VC),去(VCL)","鎖(VC),過去(VA),轉(VAC)","開口(VA),遇上(VC),這樣(VH)"
,,怨憤悵惘,V,neg,,,,,1,,anger,,-3,-3,-2,-2.666666667,0.577350269,-0.689298011,,,,,,
,,悔恨,V,neg,"{事,卻,自己,讓,地,她,與,人,中}",,,,1,,anger,,-3,-3,-3,-3,0,-0.843143077,"難過(VK),荒謬(VH),自責(VA)","驚喜(VH),遺憾(VK),說(VE)","表示(VE),衝動(VH),給(VD)","談(VE),深感(VK),憤慨(VH)","難堪(VH),陷落(VA),讓(VL)","陷入(VCL),阻止(VC),衝動(VH)"
,,惱火,V,neg,"{最,他,這,是,的}",,,,1,,anger,,-3,-3,-2,-2.666666667,0.577350269,-0.689298011,,"吵,(,V,C,)",,,"讓(VL),令(VL)",
,,躁鬱,V,neg,,,,,1,,anger,,-3,-3,-2,-2.666666667,0.577350269,-0.689298011,,,,,"焦,慮,(,V,H,)",
,,厭惡,V,neg,"{看透,厭惡,極端,討厭,表情,感到,戰爭,十分,人們,感覺}",,,,1,,anger,,-3,-3,-2,-2.666666667,0.577350269,-0.689298011,"食(VC),逢迎(VC),貧窮(VH)","避(VC),貪婪(VH),講話(VA)","類似(VG),說(VE),處(VCL)","顯得(VK),露出(VC),開始(VL)","進步(VH),迷惘(VH),讓(VL)","長大(VH),近乎(VG),資深(VH)"
,,氣憤,V,neg,"{不平,不已,感到,令,十分,非常,發生,心,地,把}",,,,1,,anger,,-3,-3,-3,-3,0,-0.843143077,"點火(VA),難(VH),表示(VE)","難過(VK),辛辛苦苦(VH),跑去(VCL)","難過(VK),連(VJ),賺來(VC)","衝動(VH),現出(VC),深表(VE)","進出(VCL),無奈(VH),滿足(VHC)","鬱悶(VH),頂撞(VC),質詢(VE)"
,,忿怒,V,neg,"{他,我,不,有個,的}",,,,1,,anger,,-3,-3,-3,-3,0,-0.843143077,"踹(VC),壓抑住(VC)","責天籲眾(VA),生氣(VH),無助(VH)","神經質(VH),狹窄(VH),在(VCL)","覺得(VK),有(V_2),平息(VC)","迷惑(VH),說(VE),生氣(VH)","變成(VG),表達出來(VB),抗日(VA)"
,,憤怒,V,neg,"{屈原,憂傷,仇恨,憤怒,腦袋,焦慮,爆發,挫折,中國人,無奈}",,,,1,,anger,,-3,-3,-2,-2.666666667,0.577350269,-0.689298011,"難安(VH),難(VH),鄙夷(VJ)","黑(VH),飢餓(VH),難過(VK)","鮮明(VH),鬥(VC)[+vrv],顫抖(VAC)","陷入(VCL),近乎(VG),轉換成(VG)","飢餓(VH),頡頏(VH),震驚(VHC)","飽(VH),遷怒(VC),遇(VK)"
,,震怒,V,neg,"{大為,非常,後,他,在,的}",,,,1,,anger,,-3,-3,-3,-3,0,-0.843143077,"指,示,(,V,E,)","迅速(VH),認為(VE),揚言(VE)","飽受(VJ),變成(VG),緝兇(VA)","表(VE),大表(VE)","導致(VL),吃(VC)","飾(VC),獲知(VK),得知(VK)"
,,盛怒,V,neg,"{之下,父親,中,在,的}",,,,1,,anger,,-3,-3,-3,-3,0,-0.843143077,"難,當,(,V,H,)","顯得(VK),會同(VC)","送給(VD),追殺(VC),橫渡(VCL)","表達(VC),撥開(VC),打斷(VC)","躲避(VC),敢(VL),噤若寒蟬(VH)","通紅(VH),發生(VJ),告密(VB)"
,,憤恨,V,neg,"{將,他,也,不,了,在,的}",,,,1,,anger,,-3,-3,-3,-3,0,-0.843143077,"難平(VH),沒有(VJ),到(VCL)","說(VE),瞪(VC),恐懼(VK)","狠力(VH),特別(VH),快(VH)","覺,得,(,V,K,)","舌吻(VC),悲傷(VH),平等(VH)","相擁(VA),有(V_2),抽出來(VB)"
,,痛恨,V,neg,"{虛偽,感到,可是,這樣,自己,最,她,位,種,被}",,,,1,,anger,,-3,-3,-3,-3,0,-0.843143077,"這樣(VH),貪污(VA),老(VH)","該死(VH),衝進(VCL),虛偽(VH)","貧乏(VH),負心(VH),談(VE)","特別(VH),深惡(VJ),感到(VK)","落得(VK),自卑(VH),畏懼(VK)","鐘愛(VL),讓(VL),詛咒(VC)"
,,可憎,V,neg,"{是,的}",,,,1,,anger,,-3,-3,-3,-3,0,-0.843143077,"可,恨,(,V,H,)",,"無味(VH),易(VH)","陋(VH),專橫(VH)","黑(VH),作(VC)","讀,書,(,V,A,)"
,,痛惡,V,neg,,,,,1,,anger,,-3,-3,-3,-3,0,-0.843143077,,,,,,
,,可恨,V,neg,"{可惜,最,我,了,是,他,這,的}",,,,1,,anger,,-3,-3,-3,-3,0,-0.843143077,,"可,怕,(,V,H,)","甘願(VL),無(VJ),殘忍(VH)","可憎(VH),可恥(VH),可嘆(VE)","繪圖(VA),築巢(VA),無奈(VH)","變(VG),知道(VK),有(V_2)"
,,怨恨,V,neg,"{怨恨,無情,化解,充滿,先生,心,還是,想,她,自己}",,,,1,,anger,,-3,-3,-3,-3,0,-0.843143077,"變(VH),教給(VD),憤懟(VH)","造就(VC),說(VE),處理(VC)","難(VH),長久(VH),過河拆橋(VA)","陷入(VCL),轉移(VD),生(VC)","開始(VL),種下(VC),猜忌(VJ)","難(VH),表示(VE),自私(VH)"
,,憎惡,V,neg,"{令,所,人,了,的}",,,,1,,anger,,-3,-3,-3,-3,0,-0.843143077,,"深(VH),捨(VC),加倍(VH)","離(VC),如同(VG),吸(VC)",,"歧視(VJ),引發(VC),令(VL)","行(VC),對立(VH)"
,,狂悲,V,neg,,,,,1,,anger,,-3,-3,-3,-3,0,-0.843143077,,,,,,
,,暴怒,V,neg,,,,,1,,anger,,-3,-3,-3,-3,0,-0.843143077,,,"迎,(,V,C,)","吃,醋,(,V,H,)","嚷,(,V,E,)","嘶,(,V,A,)"
,,憎恨,V,neg,"{傷痛,漢人,自己,你,但,我,沒有,對,她,也}",,,,1,,anger,,-3,-3,-3,-3,0,-0.843143077,"如,(,V,G,)","瞪(VC),消失(VA),決堤(VH)","見(VE),死纏(VC),播下(VC)","露(VC),這樣(VH),轉成(VG)","遭到(VJ),變成(VG),萌生(VJ)","觀察(VE),覺(VK),表示(VE)"
,,驚嚇,V,neg,"{飽受,之餘,受到,過度,牠,受,容易,看到,被,使}",,,,1,,surprise,,-2,-3,-1,-2,1,-0.381607879,"悲傷(VH),到(VJ),使(VL)","魂飛魄散(VH),飢寒交迫(VH),避免(VE)","高達(VJ),驚(VHC),餵食(VC)","飽受(VJ),受到(VJ)","高級(VH),陳情(VF),迷惘(VH)","高(VH)[+nom],電擊(VC),防止(VE)"
,,思念,V,neu,"{愛慕,日夜,貞觀,親人,暴露,故鄉,時光,念,痛苦,苦}",,,,1,,,,0,-1,-1,-0.666666667,0.577350269,0.233772386,"遇上(VC),轉化成(VG),煮成(VG)","開始(VL),讓(VL),謂(VE)","離開(VC),輪迴(VH),載(VC)","開(VC)[+vrr],讓(VL),說(VE)","遠(VH),遊戲(VA),轉(VC)","離別(VB),辛酸(VH),走出(VCL)"
,,傷心,V,neg,"{流下,哭,大哭,哭泣,傷心,眼淚,淚,失望,姑娘,之餘}",,,,1,,sadness,,-3,-3,-2,-2.666666667,0.577350269,-0.689298011,"難過(VK),難抑(VC),難受(VH)","鬱鬱寡歡(VH),需要(VK),錐心刺骨(VH)","高興(VK),離開(VC),過(VCL)","費神(VH),講(VE),覺得(VK)","逝(VH),讓(VL),請(VF)","高興(VK),養(VC),願(VK)"
,,殷憂,V,neg,,,,,1,,fear,,-2,-3,-2,-2.333333333,0.577350269,-0.535452945,,,,,,
,,掛念,V,neu,"{種,著,你,了,是,一,的}",,,,1,,,,0,-2,-1,-1,1,0.07992732,"營,謀,(,V,C,)","這樣(VH),死去(VH),晾(VC)","而,是,(,V,G,)",,"結束(VHC),同樣(VH)","訪(VC),留戀(VJ)"
,,平靜,V,neu,"{歸於,如昔,黛絲,回復,安詳,水面,海面,小鎮,看似,語氣}",,,,1,,,,0,0,0,0,0,0.541462518,"關切(VJ)[+nom],輕鬆(VH),躺(VA)","風光明媚(VH),離開(VC),開門(VA)","鬆弛(VHC),飛(VA),違反(VJ)","鬆弛(VHC),顯得(VK),這樣子(VH)","飄浮(VA),顯得(VK),難得(VH)","顯得(VK),需要(VK),雞犬相聞(VH)"
,,害羞,V,neu,"{老實人,內向,個性,有點,顯得,女孩,不管,笑,敢}",,,,1,,,,0,1,-1,0,1,0.541462518,"靦腆(VH),退怯(VH),躲藏(VA)","點頭(VA),迅速(VH),說(VE)","騎(VC),願(VK),邀(VF)","顯得(VK),轉化(VC),猶豫(VK)","高興(VK),顯得(VK),配對(VA)","逗弄(VC),辨認(VC),讓(VL)"
,,急躁,V,neu,"{冒進,生氣,一點,結果,自己,會,就}",,,,1,,,,-1,-2,-2,-1.666666667,0.577350269,-0.227762813,"生氣(VH),出現(VH),冒進(VA)","說(VE),留(VC),急躁(VH)","衝動(VH),種(VC),浮誇(VH)","鼓勵(VF),顯(VK),避免(VE)","逼人太甚(VH),變(VH),自負(VH)","遇到(VC),進食(VA),發現(VE)"
,,牽掛,V,neu,"{心,走,只要,不要,想,無法,讓,裡,最}",,,,1,,,,0,-2,-2,-1.333333333,1.154700538,-0.073917747,"擔,心,(,V,K,)","轉為(VG),認為(VE),牽(VC)[+vrv]","降為(VG),聽(VE),盲從(VJ)","無(VJ),有(V_2),全無(VJ)","讓(VL),納悶(VK),放心不下(VJ)","走(VA),讓(VL),活(VH)"
,,望穿秋水,V,neu,,,,,1,,,,1,-1,-3,-1,2,0.07992732,,"等,待,(,V,K,)",,,,
